wse,width,area_total,time_str,node_q,p_dist_out,wse_units,width_units,area_total_units,p_dist_out_units
152.97948,250.317865,51875.8,2024-07-17T04:09:43Z,1,2342307.0,m,m,m^2,m
150.51353,120.11819,24893.2,2024-07-26T13:16:43Z,1,2342307.0,m,m,m^2,m
149.86369,194.594476,40327.7,2024-08-07T00:54:48Z,1,2342307.0,m,m,m^2,m
149.82476,260.49668,53985.2,2024-08-16T10:01:48Z,1,2342307.0,m,m,m^2,m
149.62768,260.902508,54069.3,2024-08-27T21:39:52Z,1,2342307.0,m,m,m^2,m
149.59439,216.365859,44839.6,2024-09-06T06:46:53Z,2,2342307.0,m,m,m^2,m
150.10871,139.249,28857.9,2024-09-17T18:24:58Z,2,2342307.0,m,m,m^2,m
149.73168,276.120322,57223.1,2024-10-08T15:10:05Z,1,2342307.0,m,m,m^2,m
149.52555,116.132643,24067.3,2024-10-18T00:17:05Z,1,2342307.0,m,m,m^2,m
149.53177,222.591769,46129.8,2024-10-29T11:55:09Z,1,2342307.0,m,m,m^2,m
149.71087,303.433156,62883.3,2024-11-19T08:40:13Z,1,2342307.0,m,m,m^2,m
150.06745,141.166198,29255.2,2024-11-28T17:47:14Z,1,2342307.0,m,m,m^2,m
149.42475,75.799756,15708.7,2024-12-10T05:25:18Z,1,2342307.0,m,m,m^2,m
149.91826,114.183261,23663.3,2024-12-19T14:32:18Z,1,2342307.0,m,m,m^2,m
150.25724,142.470444,29525.5,2025-01-09T11:17:22Z,2,2342307.0,m,m,m^2,m
150.34467,236.165957,48942.9,2025-01-20T22:55:27Z,1,2342307.0,m,m,m^2,m
150.21853,120.380829,24947.7,2025-01-30T08:02:27Z,1,2342307.0,m,m,m^2,m
149.98983,145.3378,30119.7,2025-02-10T19:40:30Z,1,2342307.0,m,m,m^2,m
149.65413,100.483507,20824.2,2025-02-20T04:47:32Z,1,2342307.0,m,m,m^2,m
149.68512,227.372002,50255.2,2023-07-28T11:23:22Z,1,2342528.0,m,m,m^2,m
148.54244,206.154194,45565.5,2023-08-06T20:30:23Z,1,2342528.0,m,m,m^2,m
149.69052,209.018833,46198.7,2023-08-27T17:15:28Z,1,2342528.0,m,m,m^2,m
149.5313,305.034926,67420.7,2023-09-08T04:53:34Z,1,2342528.0,m,m,m^2,m
149.44197,193.416401,42750.1,2023-09-17T14:00:34Z,1,2342528.0,m,m,m^2,m
149.38212,233.194472,51542.1,2023-09-29T01:38:37Z,1,2342528.0,m,m,m^2,m
149.33273,59.890817,13237.4,2023-10-08T10:45:35Z,1,2342528.0,m,m,m^2,m
149.70904,241.38494,53352.4,2023-10-19T22:23:41Z,1,2342528.0,m,m,m^2,m
149.78312,193.166045,42694.8,2023-10-29T07:30:41Z,1,2342528.0,m,m,m^2,m
150.03964,316.5199,69959.2,2023-11-09T19:08:46Z,1,2342528.0,m,m,m^2,m
149.90238,208.699996,46128.2,2023-11-19T04:15:46Z,1,2342528.0,m,m,m^2,m
149.73149,252.348965,55775.8,2023-11-30T15:53:52Z,1,2342528.0,m,m,m^2,m
149.65909,252.814175,55878.6,2023-12-10T01:00:51Z,2,2342528.0,m,m,m^2,m
147.93179,72.721577,16073.4,2023-12-21T12:38:56Z,3,2342528.0,m,m,m^2,m
150.09906,216.479776,47847.7,2023-12-30T21:45:57Z,1,2342528.0,m,m,m^2,m
150.73472,321.544795,71069.9,2024-01-11T09:24:01Z,1,2342528.0,m,m,m^2,m
152.18093,430.584401,95170.5,2024-01-20T18:31:02Z,1,2342528.0,m,m,m^2,m
153.97718,641.521305,141793.1,2024-02-01T06:09:07Z,1,2342528.0,m,m,m^2,m
151.16925,148.279858,32773.7,2024-02-10T15:16:07Z,1,2342528.0,m,m,m^2,m
-999999999999.0,12.917892,2855.2,2024-02-22T02:54:12Z,3,2342528.0,m,m,m^2,m
150.3997,167.889592,37108.0,2024-03-02T12:01:12Z,1,2342528.0,m,m,m^2,m
151.005,241.558128,53390.7,2024-03-13T23:39:15Z,1,2342528.0,m,m,m^2,m
150.66034,196.550195,43442.8,2024-03-23T08:46:15Z,1,2342528.0,m,m,m^2,m
154.20582,839.039579,185449.8,2024-04-03T20:24:19Z,2,2342528.0,m,m,m^2,m
154.45334,931.110536,205799.9,2024-04-13T05:31:20Z,2,2342528.0,m,m,m^2,m
152.53513,826.748529,182733.2,2024-04-24T17:09:26Z,1,2342528.0,m,m,m^2,m
152.04078,169.38754,37439.1,2024-05-04T02:16:23Z,1,2342528.0,m,m,m^2,m
151.0085,286.212568,63260.5,2024-05-15T13:54:30Z,1,2342528.0,m,m,m^2,m
150.62291,163.977073,36243.2,2024-05-24T23:01:28Z,2,2342528.0,m,m,m^2,m
150.63124,216.928682,47946.9,2024-06-05T10:39:36Z,1,2342528.0,m,m,m^2,m
150.26517,192.368727,42518.5,2024-06-14T19:46:35Z,1,2342528.0,m,m,m^2,m
150.2236,188.654668,41697.6,2024-06-26T07:24:39Z,1,2342528.0,m,m,m^2,m
150.12181,166.767379,36860.0,2024-07-05T16:31:37Z,1,2342528.0,m,m,m^2,m
153.00277,186.676166,41260.3,2024-07-17T04:09:43Z,1,2342528.0,m,m,m^2,m
150.40218,202.197362,44690.9,2024-07-26T13:16:43Z,1,2342528.0,m,m,m^2,m
150.00558,169.99865,37574.2,2024-08-07T00:54:48Z,1,2342528.0,m,m,m^2,m
149.81893,131.673903,29103.4,2024-08-16T10:01:48Z,1,2342528.0,m,m,m^2,m
149.70296,272.774174,60290.3,2024-08-27T21:39:52Z,1,2342528.0,m,m,m^2,m
149.64661,197.249493,43597.3,2024-09-06T06:46:53Z,2,2342528.0,m,m,m^2,m
-999999999999.0,26.700756,5901.6,2024-09-17T18:24:58Z,3,2342528.0,m,m,m^2,m
149.62902,147.263064,32549.0,2024-10-08T15:10:05Z,1,2342528.0,m,m,m^2,m
149.52982,108.02647,23876.7,2024-10-18T00:17:05Z,1,2342528.0,m,m,m^2,m
149.71907,198.174814,43801.8,2024-10-29T11:55:09Z,1,2342528.0,m,m,m^2,m
149.95401,323.770546,71561.8,2024-11-19T08:40:13Z,1,2342528.0,m,m,m^2,m
149.91518,142.125658,31413.5,2024-11-28T17:47:14Z,1,2342528.0,m,m,m^2,m
149.84424,175.21277,38726.6,2024-12-10T05:25:18Z,1,2342528.0,m,m,m^2,m
149.80979,112.124191,24782.4,2024-12-19T14:32:18Z,1,2342528.0,m,m,m^2,m
150.2065,120.132117,26552.4,2025-01-09T11:17:22Z,2,2342528.0,m,m,m^2,m
150.3195,186.947412,41320.3,2025-01-20T22:55:27Z,1,2342528.0,m,m,m^2,m
150.18168,162.703006,35961.6,2025-01-30T08:02:27Z,1,2342528.0,m,m,m^2,m
150.13667,155.21009,34305.5,2025-02-10T19:40:30Z,1,2342528.0,m,m,m^2,m
149.68943,127.052906,28082.0,2025-02-20T04:47:32Z,1,2342528.0,m,m,m^2,m
149.6147,182.981457,33262.8,2023-07-28T11:23:22Z,1,2342710.0,m,m,m^2,m
148.6967,274.551451,49908.6,2023-08-06T20:30:23Z,1,2342710.0,m,m,m^2,m
149.93391,170.981849,31081.5,2023-08-27T17:15:28Z,1,2342710.0,m,m,m^2,m
149.62783,278.393583,50607.0,2023-09-08T04:53:34Z,1,2342710.0,m,m,m^2,m
149.51376,176.98647,32173.0,2023-09-17T14:00:34Z,1,2342710.0,m,m,m^2,m
149.46708,344.587915,62640.0,2023-09-29T01:38:37Z,1,2342710.0,m,m,m^2,m
149.82277,34.998328,6362.1,2023-10-08T10:45:35Z,1,2342710.0,m,m,m^2,m
149.78191,232.376634,42242.0,2023-10-19T22:23:41Z,1,2342710.0,m,m,m^2,m
149.78674,255.119096,46376.1,2023-10-29T07:30:41Z,1,2342710.0,m,m,m^2,m
149.99909,312.756923,56853.7,2023-11-09T19:08:46Z,1,2342710.0,m,m,m^2,m
150.05314,305.810082,55590.9,2023-11-19T04:15:46Z,1,2342710.0,m,m,m^2,m
149.7184,151.636598,27564.9,2023-11-30T15:53:52Z,1,2342710.0,m,m,m^2,m
149.73624,237.335875,43143.5,2023-12-10T01:00:51Z,2,2342710.0,m,m,m^2,m
149.4757,98.302336,17869.6,2023-12-21T12:38:56Z,1,2342710.0,m,m,m^2,m
150.01767,187.838333,34145.7,2023-12-30T21:45:57Z,1,2342710.0,m,m,m^2,m
150.76723,236.180235,42933.4,2024-01-11T09:24:01Z,1,2342710.0,m,m,m^2,m
151.66805,172.108771,31286.3,2024-01-20T18:31:02Z,1,2342710.0,m,m,m^2,m
154.11009,1229.37556,223478.8,2024-02-01T06:09:07Z,1,2342710.0,m,m,m^2,m
150.9644,235.344964,42781.6,2024-02-10T15:16:07Z,1,2342710.0,m,m,m^2,m
150.34409,65.46679,11900.7,2024-02-22T02:54:12Z,1,2342710.0,m,m,m^2,m
150.48715,161.962888,29442.0,2024-03-02T12:01:12Z,1,2342710.0,m,m,m^2,m
151.21171,264.488201,48079.3,2024-03-13T23:39:15Z,1,2342710.0,m,m,m^2,m
150.81109,239.687945,43571.0,2024-03-23T08:46:15Z,1,2342710.0,m,m,m^2,m
154.26142,1311.245964,238361.4,2024-04-03T20:24:19Z,2,2342710.0,m,m,m^2,m
154.49466,1198.850812,217929.9,2024-04-13T05:31:20Z,2,2342710.0,m,m,m^2,m
152.62098,563.015993,102346.4,2024-04-24T17:09:26Z,1,2342710.0,m,m,m^2,m
151.92243,165.798094,30139.2,2024-05-04T02:16:23Z,1,2342710.0,m,m,m^2,m
151.04599,287.504197,52263.2,2024-05-15T13:54:30Z,1,2342710.0,m,m,m^2,m
150.71017,279.805481,50863.7,2024-05-24T23:01:28Z,2,2342710.0,m,m,m^2,m
150.68799,312.809044,56863.2,2024-06-05T10:39:36Z,1,2342710.0,m,m,m^2,m
150.30458,225.814897,41049.2,2024-06-14T19:46:35Z,1,2342710.0,m,m,m^2,m
150.31472,370.595275,67367.7,2024-06-26T07:24:39Z,1,2342710.0,m,m,m^2,m
150.28741,329.3488,59869.8,2024-07-05T16:31:37Z,1,2342710.0,m,m,m^2,m
153.05748,260.555232,47364.3,2024-07-17T04:09:43Z,1,2342710.0,m,m,m^2,m
150.49566,250.629918,45560.1,2024-07-26T13:16:43Z,1,2342710.0,m,m,m^2,m
150.0621,288.969816,52529.6,2024-08-07T00:54:48Z,1,2342710.0,m,m,m^2,m
149.82802,227.535066,41361.9,2024-08-16T10:01:48Z,1,2342710.0,m,m,m^2,m
149.732,207.025254,37633.5,2024-08-27T21:39:52Z,1,2342710.0,m,m,m^2,m
149.72618,210.052166,38183.8,2024-09-06T06:46:53Z,2,2342710.0,m,m,m^2,m
149.90634,52.124354,9475.3,2024-09-17T18:24:58Z,2,2342710.0,m,m,m^2,m
149.61517,185.035093,33636.1,2024-10-08T15:10:05Z,1,2342710.0,m,m,m^2,m
149.68292,235.56264,42821.1,2024-10-18T00:17:05Z,2,2342710.0,m,m,m^2,m
149.66763,175.209325,31850.0,2024-10-29T11:55:09Z,1,2342710.0,m,m,m^2,m
149.97663,315.167912,57292.0,2024-11-19T08:40:14Z,2,2342710.0,m,m,m^2,m
150.03102,299.090994,54369.5,2024-11-28T17:47:14Z,1,2342710.0,m,m,m^2,m
149.88303,259.668317,47203.1,2024-12-10T05:25:18Z,2,2342710.0,m,m,m^2,m
149.82739,205.7177,37395.8,2024-12-19T14:32:18Z,1,2342710.0,m,m,m^2,m
150.29305,224.846002,40873.0,2025-01-09T11:17:22Z,2,2342710.0,m,m,m^2,m
150.45762,251.843396,45780.7,2025-01-20T22:55:27Z,1,2342710.0,m,m,m^2,m
150.30046,173.159386,31477.3,2025-01-30T08:02:27Z,2,2342710.0,m,m,m^2,m
150.12017,212.325878,38597.1,2025-02-10T19:40:30Z,1,2342710.0,m,m,m^2,m
149.78141,205.388728,37336.0,2025-02-20T04:47:32Z,1,2342710.0,m,m,m^2,m
149.68117,150.293267,32355.4,2023-07-28T11:23:22Z,1,2342925.0,m,m,m^2,m
148.66832,150.67873,32438.4,2023-08-06T20:30:23Z,1,2342925.0,m,m,m^2,m
149.56984,196.019945,42199.5,2023-08-27T17:15:28Z,1,2342925.0,m,m,m^2,m
149.62697,238.445783,51333.0,2023-09-08T04:53:34Z,1,2342925.0,m,m,m^2,m
149.39509,241.039302,51891.3,2023-09-17T14:00:34Z,1,2342925.0,m,m,m^2,m
149.39732,237.927923,51221.5,2023-09-29T01:38:37Z,1,2342925.0,m,m,m^2,m
149.80459,41.89753,9019.8,2023-10-08T10:45:35Z,1,2342925.0,m,m,m^2,m
149.77582,243.197986,52356.0,2023-10-19T22:23:41Z,1,2342925.0,m,m,m^2,m
149.87419,156.938525,33786.0,2023-10-29T07:30:41Z,1,2342925.0,m,m,m^2,m
150.02749,262.221716,56451.5,2023-11-09T19:08:46Z,1,2342925.0,m,m,m^2,m
150.00302,124.782348,26863.3,2023-11-19T04:15:46Z,1,2342925.0,m,m,m^2,m
149.72056,224.595275,48351.2,2023-11-30T15:53:52Z,1,2342925.0,m,m,m^2,m
149.70472,133.650155,28772.4,2023-12-10T01:00:51Z,2,2342925.0,m,m,m^2,m
149.57022,100.199813,21571.2,2023-12-21T12:38:56Z,1,2342925.0,m,m,m^2,m
150.01636,165.688192,35669.6,2023-12-30T21:45:57Z,1,2342925.0,m,m,m^2,m
150.78009,187.472042,40359.3,2024-01-11T09:24:01Z,1,2342925.0,m,m,m^2,m
151.6306,136.270325,29336.5,2024-01-20T18:31:02Z,1,2342925.0,m,m,m^2,m
154.09705,428.206735,92185.0,2024-02-01T06:09:07Z,1,2342925.0,m,m,m^2,m
151.02371,218.377457,47012.6,2024-02-10T15:16:07Z,1,2342925.0,m,m,m^2,m
-999999999999.0,118.885955,25594.0,2024-02-22T02:54:12Z,3,2342925.0,m,m,m^2,m
150.57037,180.361177,38828.4,2024-03-02T12:01:12Z,1,2342925.0,m,m,m^2,m
150.9785,200.011132,43058.7,2024-03-13T23:39:15Z,1,2342925.0,m,m,m^2,m
150.74892,171.00583,36814.4,2024-03-23T08:46:15Z,1,2342925.0,m,m,m^2,m
154.29114,545.96023,117535.2,2024-04-03T20:24:19Z,2,2342925.0,m,m,m^2,m
154.57941,440.212848,94769.7,2024-04-13T05:31:21Z,2,2342925.0,m,m,m^2,m
152.26152,143.162395,30820.2,2024-04-24T17:09:26Z,1,2342925.0,m,m,m^2,m
152.08925,143.282942,30846.2,2024-05-04T02:16:23Z,1,2342925.0,m,m,m^2,m
151.08761,189.170728,40725.0,2024-05-15T13:54:30Z,1,2342925.0,m,m,m^2,m
150.71566,105.698275,22754.9,2024-05-24T23:01:28Z,2,2342925.0,m,m,m^2,m
150.64171,216.781795,46669.1,2024-06-05T10:39:36Z,1,2342925.0,m,m,m^2,m
150.33263,118.613071,25535.2,2024-06-14T19:46:35Z,1,2342925.0,m,m,m^2,m
150.25908,284.505206,61248.7,2024-06-26T07:24:39Z,1,2342925.0,m,m,m^2,m
150.25332,168.155143,36200.7,2024-07-05T16:31:37Z,1,2342925.0,m,m,m^2,m
153.0471,185.129203,39854.9,2024-07-17T04:09:43Z,1,2342925.0,m,m,m^2,m
150.60187,191.085386,41137.2,2024-07-26T13:16:43Z,1,2342925.0,m,m,m^2,m
150.09175,155.095496,33389.2,2024-08-07T00:54:48Z,1,2342925.0,m,m,m^2,m
149.80895,190.740112,41062.8,2024-08-16T10:01:48Z,1,2342925.0,m,m,m^2,m
149.82004,221.528719,47691.1,2024-08-27T21:39:52Z,1,2342925.0,m,m,m^2,m
149.56272,153.104127,32960.5,2024-09-06T06:46:53Z,2,2342925.0,m,m,m^2,m
149.85395,39.223707,8444.1,2024-09-17T18:24:58Z,2,2342925.0,m,m,m^2,m
149.6941,210.390914,45293.3,2024-10-08T15:10:05Z,1,2342925.0,m,m,m^2,m
149.67145,112.496887,24218.5,2024-10-18T00:17:05Z,1,2342925.0,m,m,m^2,m
149.71174,187.360618,40335.3,2024-10-29T11:55:09Z,1,2342925.0,m,m,m^2,m
149.95149,213.744842,46015.3,2024-11-19T08:40:13Z,1,2342925.0,m,m,m^2,m
150.05694,103.727299,22330.6,2024-11-28T17:47:14Z,1,2342925.0,m,m,m^2,m
149.73217,184.092006,39631.6,2024-12-10T05:25:18Z,1,2342925.0,m,m,m^2,m
149.84911,109.826141,23643.5,2024-12-19T14:32:18Z,1,2342925.0,m,m,m^2,m
150.33215,115.92854,24957.3,2025-01-09T11:17:22Z,2,2342925.0,m,m,m^2,m
150.40887,285.996174,61569.7,2025-01-20T22:55:27Z,1,2342925.0,m,m,m^2,m
150.31947,147.41441,31735.6,2025-01-30T08:02:27Z,1,2342925.0,m,m,m^2,m
150.10711,181.170454,39002.7,2025-02-10T19:40:30Z,1,2342925.0,m,m,m^2,m
149.78658,123.105799,26502.4,2025-02-20T04:47:32Z,1,2342925.0,m,m,m^2,m
149.72245,304.050285,60571.5,2023-07-28T11:23:22Z,1,2343124.0,m,m,m^2,m
148.75409,170.714585,34009.0,2023-08-06T20:30:23Z,1,2343124.0,m,m,m^2,m
149.64335,173.916253,34646.8,2023-08-27T17:15:28Z,1,2343124.0,m,m,m^2,m
149.66605,226.953337,45212.6,2023-09-08T04:53:34Z,1,2343124.0,m,m,m^2,m
149.48446,131.037366,26104.7,2023-09-17T14:00:34Z,1,2343124.0,m,m,m^2,m
149.39882,189.128539,37677.3,2023-09-29T01:38:37Z,1,2343124.0,m,m,m^2,m
149.94642,27.654795,5509.3,2023-10-08T10:45:35Z,1,2343124.0,m,m,m^2,m
149.79443,264.13991,52620.7,2023-10-19T22:23:41Z,1,2343124.0,m,m,m^2,m
149.82523,164.755414,32821.8,2023-10-29T07:30:41Z,1,2343124.0,m,m,m^2,m
150.05307,171.036639,34073.1,2023-11-09T19:08:46Z,1,2343124.0,m,m,m^2,m
150.07568,84.511101,16835.9,2023-11-19T04:15:46Z,1,2343124.0,m,m,m^2,m
149.67306,247.386457,49283.2,2023-11-30T15:53:52Z,1,2343124.0,m,m,m^2,m
149.62465,214.021575,42636.4,2023-12-10T01:00:51Z,2,2343124.0,m,m,m^2,m
149.75692,100.487661,20018.7,2023-12-21T12:38:56Z,1,2343124.0,m,m,m^2,m
150.11572,112.999977,22511.3,2023-12-30T21:45:57Z,1,2343124.0,m,m,m^2,m
150.86136,240.932812,47997.5,2024-01-11T09:24:01Z,1,2343124.0,m,m,m^2,m
151.67511,169.967326,33860.1,2024-01-20T18:31:02Z,1,2343124.0,m,m,m^2,m
154.10164,544.047146,108382.6,2024-02-01T06:09:07Z,1,2343124.0,m,m,m^2,m
151.08883,122.778098,24459.3,2024-02-10T15:16:07Z,1,2343124.0,m,m,m^2,m
-999999999999.0,15.563744,3100.5,2024-02-22T02:54:12Z,3,2343124.0,m,m,m^2,m
150.65124,124.649106,24832.0,2024-03-02T12:01:12Z,1,2343124.0,m,m,m^2,m
151.04322,150.661724,30014.1,2024-03-13T23:39:15Z,1,2343124.0,m,m,m^2,m
150.76524,187.214512,37296.0,2024-03-23T08:46:15Z,1,2343124.0,m,m,m^2,m
154.30203,732.317651,145888.9,2024-04-03T20:24:19Z,2,2343124.0,m,m,m^2,m
154.591,460.885571,91815.5,2024-04-13T05:31:20Z,2,2343124.0,m,m,m^2,m
152.31668,347.907749,69308.6,2024-04-24T17:09:26Z,1,2343124.0,m,m,m^2,m
152.03364,152.067635,30294.2,2024-05-04T02:16:23Z,1,2343124.0,m,m,m^2,m
151.05472,220.857274,43998.2,2024-05-15T13:54:30Z,1,2343124.0,m,m,m^2,m
150.63449,112.723517,22456.3,2024-05-24T23:01:28Z,2,2343124.0,m,m,m^2,m
150.71535,248.870531,49578.8,2024-06-05T10:39:36Z,1,2343124.0,m,m,m^2,m
150.35599,102.460293,20411.7,2024-06-14T19:46:35Z,1,2343124.0,m,m,m^2,m
150.14149,250.606443,49924.7,2024-06-26T07:24:39Z,1,2343124.0,m,m,m^2,m
150.29501,110.397379,21992.9,2024-07-05T16:31:37Z,1,2343124.0,m,m,m^2,m
153.09928,144.968784,28880.0,2024-07-17T04:09:43Z,1,2343124.0,m,m,m^2,m
150.53574,207.682555,41373.6,2024-07-26T13:16:43Z,1,2343124.0,m,m,m^2,m
150.09719,290.333096,57838.8,2024-08-07T00:54:48Z,1,2343124.0,m,m,m^2,m
149.9463,124.89991,24882.0,2024-08-16T10:01:48Z,1,2343124.0,m,m,m^2,m
149.72554,297.271649,59221.1,2024-08-27T21:39:52Z,1,2343124.0,m,m,m^2,m
149.70607,204.46884,40733.3,2024-09-06T06:46:53Z,2,2343124.0,m,m,m^2,m
-999999999999.0,7.911858,1576.2,2024-09-17T18:24:58Z,3,2343124.0,m,m,m^2,m
149.83566,383.586509,76416.3,2024-10-08T15:10:05Z,1,2343124.0,m,m,m^2,m
149.61378,109.852174,21884.2,2024-10-18T00:17:05Z,1,2343124.0,m,m,m^2,m
149.7035,243.812638,48571.2,2024-10-29T11:55:09Z,1,2343124.0,m,m,m^2,m
149.90964,255.688066,50937.0,2024-11-19T08:40:14Z,2,2343124.0,m,m,m^2,m
149.71746,102.663285,20452.1,2024-11-28T17:47:14Z,1,2343124.0,m,m,m^2,m
149.9053,157.295947,31335.8,2024-12-10T05:25:18Z,2,2343124.0,m,m,m^2,m
149.84361,110.869762,22087.0,2024-12-19T14:32:18Z,1,2343124.0,m,m,m^2,m
150.3519,113.913656,22693.4,2025-01-09T11:17:22Z,2,2343124.0,m,m,m^2,m
150.63901,169.841913,33835.1,2025-01-20T22:55:27Z,2,2343124.0,m,m,m^2,m
150.34071,126.524931,25205.7,2025-01-30T08:02:27Z,1,2343124.0,m,m,m^2,m
150.0531,227.19293,45260.3,2025-02-10T19:40:30Z,1,2343124.0,m,m,m^2,m
149.6406,119.500169,23806.3,2025-02-20T04:47:32Z,1,2343124.0,m,m,m^2,m
149.76152,172.783257,29300.4,2023-07-28T11:23:22Z,1,2343294.0,m,m,m^2,m
148.83039,173.887571,29487.7,2023-08-06T20:30:23Z,1,2343294.0,m,m,m^2,m
149.62584,154.333081,26171.7,2023-08-27T17:15:28Z,1,2343294.0,m,m,m^2,m
149.55625,273.008913,46296.6,2023-09-08T04:53:34Z,1,2343294.0,m,m,m^2,m
149.54705,230.571431,39100.1,2023-09-17T14:00:34Z,1,2343294.0,m,m,m^2,m
149.31446,369.189343,62606.8,2023-09-29T01:38:37Z,1,2343294.0,m,m,m^2,m
-999999999999.0,11.201997,1899.6,2023-10-08T10:45:35Z,3,2343294.0,m,m,m^2,m
149.87135,277.961493,47136.5,2023-10-19T22:23:41Z,1,2343294.0,m,m,m^2,m
149.89654,180.842288,30667.1,2023-10-29T07:30:41Z,1,2343294.0,m,m,m^2,m
150.06768,302.688578,51329.7,2023-11-09T19:08:46Z,1,2343294.0,m,m,m^2,m
149.95157,162.268771,27517.4,2023-11-19T04:15:46Z,1,2343294.0,m,m,m^2,m
149.68997,304.234062,51591.7,2023-11-30T15:53:52Z,1,2343294.0,m,m,m^2,m
149.67794,169.627737,28765.3,2023-12-10T01:00:51Z,2,2343294.0,m,m,m^2,m
-999999999999.0,-999999999999.0,-999999999999.0,no_data,3,2343294.0,m,m,m^2,m
150.00764,129.579452,21974.0,2023-12-30T21:45:57Z,1,2343294.0,m,m,m^2,m
150.84694,265.222584,44976.2,2024-01-11T09:24:01Z,1,2343294.0,m,m,m^2,m
151.76393,174.710556,29627.3,2024-01-20T18:31:02Z,1,2343294.0,m,m,m^2,m
154.05522,615.195337,104324.3,2024-02-01T06:09:07Z,1,2343294.0,m,m,m^2,m
151.05147,149.85705,25412.6,2024-02-10T15:16:07Z,1,2343294.0,m,m,m^2,m
-999999999999.0,0.001709,0.3,2024-02-22T02:54:12Z,3,2343294.0,m,m,m^2,m
150.45539,219.601294,37239.8,2024-03-02T12:01:12Z,1,2343294.0,m,m,m^2,m
151.08434,193.282263,32776.6,2024-03-13T23:39:15Z,1,2343294.0,m,m,m^2,m
150.78639,131.956115,22377.0,2024-03-23T08:46:15Z,1,2343294.0,m,m,m^2,m
154.31755,641.209137,108735.7,2024-04-03T20:24:19Z,2,2343294.0,m,m,m^2,m
154.57125,592.133751,100413.5,2024-04-13T05:31:20Z,2,2343294.0,m,m,m^2,m
152.51035,370.655615,62855.5,2024-04-24T17:09:26Z,1,2343294.0,m,m,m^2,m
152.0732,149.937302,25426.2,2024-05-04T02:16:23Z,1,2343294.0,m,m,m^2,m
151.066,258.253306,43794.4,2024-05-15T13:54:30Z,1,2343294.0,m,m,m^2,m
150.77399,253.497744,42987.9,2024-05-24T23:01:28Z,2,2343294.0,m,m,m^2,m
150.66582,256.921744,43568.6,2024-06-05T10:39:36Z,1,2343294.0,m,m,m^2,m
150.33239,214.722818,36412.5,2024-06-14T19:46:35Z,1,2343294.0,m,m,m^2,m
150.22633,283.690333,48108.0,2024-06-26T07:24:39Z,1,2343294.0,m,m,m^2,m
150.2592,139.385382,23636.8,2024-07-05T16:31:37Z,1,2343294.0,m,m,m^2,m
153.15051,226.666456,38437.9,2024-07-17T04:09:43Z,1,2343294.0,m,m,m^2,m
150.54539,190.68996,32337.0,2024-07-26T13:16:43Z,1,2343294.0,m,m,m^2,m
150.08158,244.599312,41478.9,2024-08-07T00:54:48Z,1,2343294.0,m,m,m^2,m
149.84324,260.095382,44106.7,2024-08-16T10:01:48Z,1,2343294.0,m,m,m^2,m
149.789,314.059578,53257.9,2024-08-27T21:39:52Z,1,2343294.0,m,m,m^2,m
149.78885,157.20925,26659.4,2024-09-06T06:46:53Z,2,2343294.0,m,m,m^2,m
-999999999999.0,18.771717,3183.3,2024-09-17T18:24:58Z,3,2343294.0,m,m,m^2,m
149.85856,209.982384,35608.6,2024-10-08T15:10:05Z,1,2343294.0,m,m,m^2,m
149.66971,131.067974,22226.4,2024-10-18T00:17:05Z,1,2343294.0,m,m,m^2,m
149.76063,224.034682,37991.6,2024-10-29T11:55:09Z,1,2343294.0,m,m,m^2,m
149.94406,201.573828,34182.7,2024-11-19T08:40:14Z,2,2343294.0,m,m,m^2,m
149.90711,275.033645,46640.0,2024-11-28T17:47:14Z,1,2343294.0,m,m,m^2,m
149.75964,165.275996,28027.4,2024-12-10T05:25:18Z,1,2343294.0,m,m,m^2,m
149.84166,101.511681,17214.3,2024-12-19T14:32:18Z,1,2343294.0,m,m,m^2,m
150.41083,183.533452,31123.4,2025-01-09T11:17:22Z,2,2343294.0,m,m,m^2,m
150.42289,179.559518,30449.5,2025-01-20T22:55:27Z,1,2343294.0,m,m,m^2,m
150.32972,131.063318,22225.6,2025-01-30T08:02:27Z,1,2343294.0,m,m,m^2,m
150.18776,191.299932,32440.5,2025-02-10T19:40:30Z,2,2343294.0,m,m,m^2,m
149.73977,155.208008,26320.0,2025-02-20T04:47:32Z,1,2343294.0,m,m,m^2,m
149.62608,204.075238,47859.8,2023-07-28T11:23:22Z,1,2343528.0,m,m,m^2,m
148.81011,118.691947,27835.7,2023-08-06T20:30:23Z,1,2343528.0,m,m,m^2,m
149.66553,205.715464,48244.4,2023-08-27T17:15:28Z,1,2343528.0,m,m,m^2,m
149.5754,146.716833,34408.1,2023-09-08T04:53:34Z,1,2343528.0,m,m,m^2,m
149.50915,266.265648,62444.7,2023-09-17T14:00:34Z,1,2343528.0,m,m,m^2,m
149.46041,179.252517,42038.3,2023-09-29T01:38:37Z,1,2343528.0,m,m,m^2,m
150.0475,97.695144,22911.5,2023-10-08T10:45:35Z,1,2343528.0,m,m,m^2,m
149.8241,277.966912,65188.8,2023-10-19T22:23:41Z,1,2343528.0,m,m,m^2,m
149.77537,255.203521,59850.4,2023-10-29T07:30:41Z,1,2343528.0,m,m,m^2,m
150.03521,178.17388,41785.4,2023-11-09T19:08:46Z,1,2343528.0,m,m,m^2,m
150.00287,225.568653,52900.4,2023-11-19T04:15:46Z,1,2343528.0,m,m,m^2,m
